
pict1.png,180,144,Mouth,67,99,92,114
pict2.png,180,144,Mouth,67,99,92,114
pict3.png,180,144,Mouth,66,99,91,114
pict4.png,180,144,Mouth,68,99,93,114
pict5.png,180,144,Mouth,67,100,92,115
pict6.png,180,144,Mouth,67,98,92,113
pict7.png,180,144,Mouth,67,99,92,114
pict8.png,180,144,Mouth,66,99,91,114
pict9.png,180,144,Mouth,67,99,92,114
pict10.png,180,144,Mouth,67,98,92,113
pict11.png,180,144,Mouth,67,99,92,114
pict12.png,180,144,Mouth,66,99,91,114
pict13.png,180,144,Mouth,68,103,93,118
pict14.png,180,144,Mouth,68,101,93,116
pict15.png,180,144,Mouth,67,101,92,116
pict16.png,180,144,Mouth,67,101,92,116
pict17.png,180,144,Mouth,68,101,93,116
pict18.png,180,144,Mouth,68,101,93,116
pict19.png,180,144,Mouth,72,98,97,113
pict20.png,180,144,Mouth,72,98,97,113
pict21.png,180,144,Mouth,72,97,97,112
pict22.png,180,144,Mouth,72,97,97,112
pict23.png,180,144,Mouth,71,97,96,112
pict24.png,180,144,Mouth,73,97,98,112
pict25.png,180,144,Mouth,73,97,98,112
pict26.png,180,144,Mouth,72,97,97,112
pict27.png,180,144,Mouth,71,96,96,111
pict28.png,180,144,Mouth,71,97,96,112
pict29.png,180,144,Mouth,71,96,96,111
pict30.png,180,144,Mouth,71,97,96,112
pict31.png,180,144,Mouth,71,97,96,112
pict32.png,180,144,Mouth,70,95,95,110
pict33.png,180,144,Mouth,70,95,95,110
pict34.png,180,144,Mouth,70,95,95,110
pict35.png,180,144,Mouth,71,95,96,110
pict36.png,180,144,Mouth,66,101,91,116
pict37.png,180,144,Mouth,66,101,91,116
pict38.png,180,144,Mouth,65,101,90,116
pict39.png,180,144,Mouth,66,101,91,116
pict40.png,180,144,Mouth,66,99,91,114
pict41.png,180,144,Mouth,70,100,95,115
pict42.png,180,144,Mouth,71,101,96,116
pict43.png,180,144,Mouth,71,101,96,116
pict44.png,180,144,Mouth,71,100,96,115
pict45.png,180,144,Mouth,71,101,96,116
pict46.png,180,144,Mouth,72,101,97,116
pict47.png,180,144,Mouth,71,101,96,116
pict48.png,180,144,Mouth,72,100,97,115
pict49.png,180,144,Mouth,72,100,97,115
pict50.png,180,144,Mouth,72,99,97,114
pict51.png,180,144,Mouth,67,101,92,116
pict52.png,180,144,Mouth,67,101,92,116
pict53.png,180,144,Mouth,67,101,92,116
pict54.png,180,144,Mouth,67,101,92,116
pict55.png,180,144,Mouth,67,100,92,115
pict56.png,180,144,Mouth,67,101,92,116
pict57.png,180,144,Mouth,67,101,92,116
pict58.png,180,144,Mouth,66,101,91,116
pict59.png,180,144,Mouth,66,99,91,114
pict60.png,180,144,Mouth,66,99,91,114
pict61.png,180,144,Mouth,67,99,92,114
pict62.png,180,144,Mouth,65,100,90,115
pict63.png,180,144,Mouth,65,100,90,115
pict64.png,180,144,Mouth,66,100,91,115
pict65.png,180,144,Mouth,66,100,91,115
pict66.png,180,144,Mouth,66,100,91,115
pict67.png,180,144,Mouth,66,100,91,115
pict68.png,180,144,Mouth,66,100,91,115
pict69.png,180,144,Mouth,66,100,91,115
pict70.png,180,144,Mouth,66,99,91,114
pict71.png,180,144,Mouth,65,97,90,112
pict72.png,180,144,Mouth,65,97,90,112
pict73.png,180,144,Mouth,64,97,89,112
pict74.png,180,144,Mouth,64,97,89,112
pict75.png,180,144,Mouth,74,97,99,112
pict76.png,180,144,Mouth,74,97,99,112
pict77.png,180,144,Mouth,74,97,99,112
pict78.png,180,144,Mouth,74,97,99,112
pict79.png,180,144,Mouth,74,97,99,112
pict80.png,180,144,Mouth,74,97,99,112
pict81.png,180,144,Mouth,73,96,98,111
pict82.png,180,144,Mouth,74,95,99,110
pict83.png,180,144,Mouth,72,96,97,111
pict84.png,180,144,Mouth,72,96,97,111
pict85.png,180,144,Mouth,69,96,94,111
pict86.png,180,144,Mouth,69,95,94,110
pict87.png,180,144,Mouth,70,93,95,108
pict88.png,180,144,Mouth,70,91,95,106
pict89.png,180,144,Mouth,66,89,91,104
pict90.png,180,144,Mouth,67,89,92,104
pict91.png,180,144,Mouth,67,89,92,104
pict92.png,180,144,Mouth,68,89,93,104
pict93.png,180,144,Mouth,69,89,94,104
pict94.png,180,144,Mouth,71,90,96,105
pict95.png,180,144,Mouth,68,103,93,118
pict96.png,180,144,Mouth,68,104,93,119
pict97.png,180,144,Mouth,68,103,93,118
pict98.png,180,144,Mouth,68,103,93,118
pict99.png,180,144,Mouth,68,104,93,119
pict100.png,180,144,Mouth,68,103,93,118
pict101.png,180,144,Mouth,68,103,93,118
pict102.png,180,144,Mouth,67,95,92,110
pict103.png,180,144,Mouth,67,95,92,110
pict104.png,180,144,Mouth,66,95,91,110
pict105.png,180,144,Mouth,67,96,92,111
pict106.png,180,144,Mouth,67,95,92,110
pict107.png,180,144,Mouth,67,95,92,110
pict108.png,180,144,Mouth,66,95,91,110
